Line 1,Line 2,Converged,Bus Voltages,Line Loadings
"(0, 1)","(15, 18)",True,"[1.0276593166370516, 1.0431687376100984, 1.0193963390834917, 0.9886851829845977, 0.9884079976696066, 0.9907115768427596, 0.9805179859206343, 0.9801088252281762, 1.0285952975475858, 1.004708292158307, 0.998851907591839, 0.9860834635810922, 1.0007730070121852, 0.9966463470278594, 0.999633604644601, 1.0160569715234844, 1.0201869005921687, 1.0185712989321178, nan, nan, 1.020728023934033, 1.0439356015168006, 1.0387204364694416, 1.0229950408331272, 1.050262684250471, 1.0432870586985616, 1.0264162247041644, 1.0455738210537624, 1.046822028534582, 1.0499000000000003, 0.982, 0.9840999999999999, nan, nan, 1.0494000000000003, 1.0636, 1.0274999999999999, 1.0265000000000002, 1.03]","[0.0, 10.425824995353247, 86.36542604751433, 35.698866246442485, 32.221190157266086, 26.636063997521976, 58.138114620381096, 40.36124866004278, 63.93329222005034, 46.98302847517025, 63.17442660880016, 44.12643345038245, 36.34133733644445, 29.520580760016003, 23.191374235417207, 39.87169925859357, 74.09919899978571, 74.83960316568006, 43.325636105033446, 31.46689203693822, 9.38914584400571, nan, 54.152227382809826, 21.01056903816709, 5.57376779502294, 11.154456346852923, 67.15807810303347, 12.307776206475808, 57.34541124261688, 59.95174318334547, 22.634764405091737, 55.2837322518936, 23.75159318287797, 31.90333398789264, 55.79690819872736]"
"(0, 1)","(15, 20)",True,"[1.0276593166370516, 1.0447941302734232, 1.0241224850199016, 0.9981589532620533, 0.999949376181315, 1.0024495141312004, 0.9917546057427001, 0.9909642520858969, 1.0330844726672235, 1.0131764567335884, 1.008259877611601, 0.9955819788636568, 1.0098530979751201, 1.006131014673913, 1.0073390693350717, 1.0228609290404238, 1.026030447748886, 1.023983166877583, 1.0465543567876578, 0.9890719832527086, 1.0300712025161718, 1.0466147058437345, 1.0371828911931236, 1.0254111907133454, 1.053306840815269, 1.0472756141644222, 1.031502173284027, 1.047638191413523, 1.0482382728601236, 1.0499000000000003, 0.982, 0.9840999999999998, 0.9972, 1.0123, 1.0494000000000003, 1.0635999999999994, 1.0275000000000003, 1.0265, 1.03]","[0.0, 10.42582499535318, 91.63087352947879, 43.1478805081399, 39.304607830175996, 4.491298236422681, 14.329215966240872, 53.195085019152884, 43.788155763685374, 49.19528280276009, 59.9083081921229, 78.97156036012831, 33.16611851642104, 28.204454580590355, 22.810596388990817, 63.90612408915648, 45.65220003175931, 43.35736853836282, 3.9893446323444395, 57.88329261863163, 28.716422054446117, 74.8011055882154, 0.0, 59.92336100223149, 28.833691662894967, 8.053830795860598, 32.053322683854276, 61.62434297713843, 110.45669115274967, 60.09318556506806, 16.94536552842953, 49.15625419867976, 23.925086282911188, 32.07824338367624, 55.778728586555694]"
"(0, 1)","(15, 23)",True,"[1.0276593166370518, 1.0447381427017102, 1.0240277619945255, 0.9981049689290552, 0.9999439198002944, 1.002450638189019, 0.9917538650804971, 0.9909620452867071, 1.0330835601727704, 1.0131508144080934, 1.008239918803167, 0.9955532216283393, 1.009817394119585, 1.0060624403485372, 1.007170650980823, 1.0226644495176755, 1.0258765607914848, 1.023849721053575, 1.0464820950619635, 0.9890325483533184, 1.028099016385494, 1.0525674177255129, 1.0539763806699516, 1.0794183135526563, 1.0532779481104682, 1.047209829891006, 1.0313969183860723, 1.0476041446031041, 1.048214915400404, 1.0499000000000005, 0.982, 0.9841, 0.9972, 1.0123000000000004, 1.0494000000000003, 1.0636, 1.0275, 1.0265, 1.03]","[0.0, 10.425824995353155, 91.72965564013755, 43.23186628341814, 39.6065391057862, 4.823934568457313, 13.854242102723498, 53.34827369755924, 43.566511795875776, 49.22569862583875, 59.878212606180924, 79.40929326561263, 33.1347195463383, 28.204714343333116, 22.810474210739205, 64.21677537754368, 45.34656749838993, 43.00810908315036, 3.9156471021269934, 58.298583164602505, 29.10035805230555, 74.83365002572754, 60.76728898062549, 0.0, 29.12004273778152, 8.091351780953255, 71.3338621089864, 4.0614611535293195, 51.64450225752583, 58.899065914724126, 16.88911523667306, 49.107778710180334, 23.922073429176308, 32.075242963276146, 55.77895211318399]"
"(0, 1)","(16, 17)",True,"[1.0276593166370513, 1.0412422430008956, 1.0182968859721881, 0.9967784251078272, 0.9992445744638182, 1.001878751816589, 0.9911578920837815, 0.9903626627621789, 1.0328357184781825, 1.0132207505075699, 1.008074770796079, 0.9956316531665192, 1.0101399802609226, 1.006962918039865, 1.0140680438990683, 1.0325089932498093, 1.0362106506053006, 1.0138820470551384, 1.0501026152531254, 0.9910082828021761, 1.0323112522579396, 1.050138490622826, 1.0451406803656436, 1.0379907416079623, 1.0549407436383809, 1.052671340093602, 1.0394771719883713, 1.0504306056295685, 1.0501539710347372, 1.0499000000000003, 0.982, 0.9841, 0.9971999999999998, 1.0123000000000002, 1.0493999999999999, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[0.0, 10.42582499535325, 107.43509665001602, 58.169679575128185, 24.49435876737784, 31.724180221104838, 18.121716618391197, 68.43782675743924, 45.52355001912593, 48.982978298958805, 60.177552950085, 84.03709882177684, 33.422353183772124, 28.27539012408667, 22.777534161218284, 67.59100892313977, 41.95379713551755, 39.30639834917719, 17.99721300213988, 73.93529314690872, 14.734018237928376, 73.37241484494741, 53.534100085529786, 17.157487704729046, 0.0, 13.445479604990487, 65.73085438888702, 11.978633737147836, 56.42610418761913, 59.43029388066805, 6.191053714952089, 36.04791583998149, 24.189184826746757, 32.33736726148111, 55.76911128959071]"
"(0, 1)","(16, 26)",True,"[1.0276593166370518, 1.0454614813641858, 1.0249861692142388, 0.9995216807199924, 1.0009922051811637, 1.0034438744164453, 0.9927253420793863, 0.9919157690301998, 1.0334779135172174, 1.0142966956030666, 1.0093463491104617, 0.9968382693250786, 1.0112155272714882, 1.0080806049103874, 1.0114952130205412, 1.0278889007759673, 1.026816951223028, 1.0248064722336692, 1.0484035205089728, 0.9900810961251162, 1.0290590420702557, 1.0483970073338518, 1.0433381596904179, 1.0337796475913466, 1.0547830432067378, 1.051608706548275, 1.0382369648542493, 1.0498806923830974, 1.0497767117857486, 1.0499, 0.982, 0.9840999999999999, 0.9971999999999998, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[0.0, 10.425824995353226, 93.23470103542158, 44.68783190668592, 39.58916884153793, 3.698553122414377, 13.658350918818554, 53.21066224025871, 43.46003309328073, 49.195979049892884, 59.81778431569425, 79.26600286276928, 33.092796659284026, 28.092761073999196, 22.863889450171143, 64.11597845372015, 45.168450309344266, 42.9369732320806, 5.68011909223386, 58.51151186954614, 27.83088492252438, 74.01468624021777, 53.58041334448443, 18.228757465528727, 27.95433793990117, 0.0, 66.10621517613728, 12.070773533249206, 56.64343133145729, 59.565329695879534, 15.025588576747193, 46.708358032633484, 24.134543576985703, 32.284313520822494, 55.769643320616694]"
"(0, 1)","(20, 21)",True,"[1.0276593166370516, 1.0397722228614434, 1.0143116532022078, 0.9893987361938987, 0.993734016418819, 0.9966314901581844, 0.9860365832053218, 0.9853379093840484, 1.030757879310875, 1.0069802108366357, 1.0021426410739975, 0.988632147063509, 1.0024258887742927, 0.9957236838368727, 0.9878940226770617, 0.9998912486994795, 1.0085407504144186, 1.0093776534583527, 1.0381057762806158, 0.9844610219273059, 0.9828787121470208, 1.0463740217955277, 1.0272855140327155, 0.9996906349321497, 1.0487934041781302, 1.0386811918894658, 1.0186871062024123, 1.0431897336007911, 1.0451864334234922, 1.0498999999999996, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123, 1.0494, 1.0636, 1.0275, 1.0265, 1.0299999999999998]","[0.0, 10.425824995353176, 93.91507121392337, 42.919859538669044, 38.08054850157557, 10.143301996026677, 16.63661197432999, 52.6709371084539, 44.82317172960959, 49.32201078355286, 60.3236061781775, 78.24840961271128, 33.467602126642205, 28.877248359424257, 22.845738851988116, 63.42317180511916, 47.897454715196886, 45.27588903112283, 9.010842567612524, 55.35703025593115, 33.180263430937366, 79.47080519866059, 50.38852337846254, 105.14106836467374, 28.791948485903298, 12.459515009602837, 0.0, 108.02981674801244, 157.75163948493503, 61.15269897204778, 17.92212424430429, 51.30994757329555, 23.574821780032416, 31.719288836547737, 55.82960158472652]"
"(0, 1)","(21, 22)",True,"[1.0276593166370516, 1.046370815880511, 1.0272057035472049, 1.0009158111234535, 1.001910432295727, 1.004286211492952, 0.9935590982884884, 0.9927395104433212, 1.0338185141404859, 1.0151284644258884, 1.010187608260639, 0.9977710178152518, 1.012192438031957, 1.0094066165257702, 1.013455683707131, 1.0300908713930563, 1.0315333186762219, 1.02857663041396, 1.0492133290278332, 0.9905230079543419, 1.032077753699666, 1.0528617859873823, 1.0345940562793017, 1.034638408038528, 1.0547283592344103, 1.0499806751976943, 1.035534648149673, 1.0490381623606886, 1.049198706181537, 1.0499000000000003, 0.982, 0.9841, 0.9972, 1.0122999999999998, 1.0494, 1.0636000000000003, 1.0275, 1.0265, 1.03]","[0.0, 10.425824995353251, 91.00844497485005, 43.242706500390995, 39.75597771214918, 5.584343545925243, 13.608197478386302, 53.42003597777792, 43.42046152860217, 49.16419036218863, 59.7719937892078, 79.2965676714565, 33.06520309255701, 27.996569321903692, 22.911009189275806, 64.12684973847227, 44.95981165061266, 42.778538562572585, 6.1686649192584, 58.892608883187435, 28.025479135053306, 73.69883937940534, 60.2311804268889, 13.426533913392245, 29.253511068229344, 6.678644815463978, 70.51608540813824, 0.0, 50.242470223950455, 60.34557621050447, 16.665613921657524, 48.54156474621386, 24.053317206301458, 32.204947115587125, 55.7717541508462]"
"(0, 1)","(22, 23)",True,"[1.0276593166370516, 1.0445249084456758, 1.0235988164059358, 0.9976964611969368, 0.9996265794852645, 1.0021483613109592, 0.9914583701445145, 0.9906725349189702, 1.032963849480163, 1.012851354431312, 1.0079398220128637, 0.9952173823878889, 1.0094625592053916, 1.0055806923821908, 1.0063038939644586, 1.0216379600315721, 1.0250987592466245, 1.0232044830379188, 1.046104568468451, 0.9888265224376869, 1.0189202019168233, 1.0425598641548153, 1.0406718727611364, 1.0260840276076233, 1.053068194018192, 1.0468194436023333, 1.0308208092593145, 1.0474020982791887, 1.0480763035721807, 1.0499000000000003, 0.982, 0.9840999999999998, 0.9972, 1.0123, 1.0494, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[0.0, 10.425824995353148, 91.75538364535954, 43.14845450003176, 39.287515633054895, 4.733793641796161, 14.36313532816826, 53.18839422260698, 43.80679860120772, 49.20625586250489, 59.92502971967656, 79.00127177025111, 33.176773105002646, 28.238821366291962, 22.794502835084288, 63.92881214313601, 45.71182759098646, 43.39102618869883, 3.615122340061066, 57.80159218342643, 28.935198952576936, 75.0058631394518, 111.37472147195437, 52.6493840129616, 28.829998065356534, 8.287232072311685, 104.26392310262959, 50.34753480596279, 0.0, 59.781384831678075, 16.98258220067254, 49.251571255450145, 23.90429791902423, 32.05751682778943, 55.78033126929856]"
"(0, 1)","(22, 35)",True,"[1.0276593166370513, 1.0453201554703613, 1.0231327848617058, 0.9899745459731825, 0.9875438867242701, 0.9895532540245727, 0.9794958376641747, 0.9791748800730413, 1.0282090207562151, 1.0049800760905474, 0.9986901986973183, 0.9863883691578635, 1.0015501859453175, 0.9990132018671923, 1.0083845406402232, 1.0276703095478268, 1.0285709638088998, 1.0251725392432613, 1.0483231294562996, 0.9900372263844082, 1.0299861952104388, 1.047297596552417, 1.0388677967542534, 1.0339599295227486, 1.0518747927377678, 1.0470558805223842, 1.0323169514725996, 1.0475244675486546, 1.0481602537759813, 1.0499, 0.982, 0.9841000000000001, 0.9972, 1.0123000000000002, 1.0494000000000003, nan, 1.0275, 1.0264999999999997, 1.03]","[0.0, 10.425824995353274, 83.94550378055966, 33.992721035212135, 37.70480890829002, 34.12286299263881, 68.54277602582114, 37.86349086684375, 68.56519792788632, 46.417413657175224, 63.837557934153985, 37.81941772502741, 37.024808901360565, 29.63722583212028, 23.256652785503295, 35.65593076698728, 80.44597405891666, 82.14768274736453, 54.00278412856741, 35.53520350273322, 11.103196119949056, 74.04699907778152, 7.917660505721612, 41.080545119760345, 8.419004516131306, 10.637536446663338, 36.0987820572166, 55.08703794135986, 14.737491964233012, nan, 23.66994644838643, 55.75016306675711, 23.91504241412754, 32.06823641228488, 55.77948522538519]"
"(0, 1)","(24, 25)",True,"[1.0276593166370518, 1.0420950761891201, 1.0234059122492354, 0.9990152194105011, 1.0007303784155057, 1.0032219877823514, 0.9924992136851943, 0.9916886328222172, 1.033383996158941, 1.0141794570969853, 1.0092020263814343, 0.9967067950771028, 1.0111025590574758, 1.0080036193716957, 1.0120964074441328, 1.0286959812881329, 1.0283178834746407, 1.0251693621083469, 1.0487003383032292, 0.990243070143089, 1.0296272026105993, 1.0487012494533359, 1.0436530644247848, 1.03451528217761, 1.0549222483766554, 1.040814879285955, 1.029378892475213, 1.0442942007812552, 1.0459441509226415, 1.0499, 0.982, 0.9840999999999999, 0.9972000000000001, 1.0123000000000002, 1.0494, 1.0636000000000003, 1.0275, 1.0265000000000002, 1.03]","[0.0, 10.425824995353144, 109.1038958241004, 62.578490802100596, 41.76245148961999, 12.163018627295951, 13.311798886778337, 50.45956345035376, 43.29710723877018, 49.22829370662612, 59.807077541663446, 78.06561246803273, 33.075062367818084, 28.11936704880044, 22.851056973460597, 63.269658759608575, 46.057199064856086, 43.937054538006194, 7.238557675498744, 55.677474054521895, 31.381839201469084, 73.89687654199882, 53.56837919496707, 18.04091231261357, 17.802618383924738, 15.291229293873462, 66.0391894606468, 12.054661037866378, 56.600878658734175, 59.54109488456335, 0.0, 33.12651766039979, 23.653536398035953, 31.802138589108175, 55.812897923294734]"
"(0, 1)","(25, 26)",True,"[1.0276593166370516, 1.035854076692338, 1.0125285265172013, 0.9923274163119313, 0.9963096601252301, 0.999163014881286, 0.9884822795146034, 0.9877206327006506, 1.0317432133252658, 1.0102596406325515, 1.0052248202841079, 0.9923106449124546, 1.006509719739402, 1.0018437120626664, 1.0033854543638145, 1.018937620593189, 1.0117052023112127, 1.0106149660640564, 1.0451114123379335, 0.9882845245303319, 1.0227566216373536, 1.0450219963135374, 1.0398448892205032, 1.0256207197412404, 1.0615575335291936, 1.0719657341676074, 0.9965658908452126, 1.06041340947193, 1.0570024023749522, 1.0499000000000003, 0.982, 0.9841, 0.9971999999999998, 1.0123000000000004, 1.0494000000000003, 1.0636000000000003, 1.0275000000000003, 1.0265000000000002, 1.03]","[0.0, 10.425824995353198, 145.24938957094628, 96.67298762436877, 45.77398346604868, 39.56575954604935, 14.141646981629027, 44.77678939455529, 43.57243662854443, 49.37764092891058, 60.03768202523296, 75.26388048163754, 33.21801921577796, 28.589789884115614, 22.69969069020155, 61.332617800527245, 49.00031555897102, 46.907972359232765, 12.34565073807742, 48.595207754502454, 41.15976851964091, 75.47627882862209, 53.94746607761719, 20.32902422882965, 7.893291346903932, 48.66145262548518, 66.89019306167376, 12.249940087194327, 57.16116124852946, 59.85232382918083, 30.629056120255694, 0.0, 25.393562894523747, 33.466395525830215, 55.87545553290251]"
"(0, 1)","(25, 27)",True,"[1.0276593166370516, 1.0438964444838221, 1.0246913160544242, 0.999483688565496, 1.0009715093250413, 1.0034275192780187, 0.992707898726425, 0.9918982272946495, 1.033470660293506, 1.0143252746029392, 1.0093610766773393, 0.9968703184469497, 1.0112632045345655, 1.0081779683559198, 1.0119459703849754, 1.0284876527355526, 1.0279179501303621, 1.0253711990215253, 1.0486237220508616, 0.9902012606008438, 1.0294805469383876, 1.0486227175823812, 1.0435717802561202, 1.034325395753762, 1.051152399267229, 1.0377470046491692, 1.0271636622922147, 1.0346635904988641, 1.0399629062228484, 1.0499, 0.982, 0.9840999999999998, 0.9972, 1.0123000000000004, 1.0493999999999999, 1.0636, 1.0275000000000003, 1.0265, 1.03]","[0.0, 10.425824995353263, 91.03927238955262, 44.123480547502304, 38.94172247353389, 4.8352206241753, 13.962377876834772, 53.550478522149994, 43.59946455356726, 49.177580228003315, 59.83780397950722, 79.2083488854298, 33.11272561912513, 28.094814590766543, 22.862895924969287, 64.07888791114131, 45.20110840991458, 42.983059842406185, 5.948494489270104, 58.774127744688, 27.672758969126203, 73.92706059372203, 53.57132584867469, 18.089372930404753, 29.140169447845533, 3.803362931836073, 66.05643188629031, 12.05881942211448, 56.611796640879305, 59.547324404922776, 18.806058772016684, 47.68604019421572, 0.0, 54.2240455730597, 33.479595065408155]"
"(0, 1)","(25, 28)",True,"[1.0276593166370516, 1.043072228527179, 1.0237890289204696, 0.9989216943051916, 1.0005898745361144, 1.0030752511991128, 0.9923598238424794, 0.9915548847828225, 1.0333286931669947, 1.0139896811518216, 1.009018295313776, 0.9964939741469404, 1.0108723203202148, 1.0076564860051662, 1.0112225587681491, 1.0276890191982795, 1.0265646762884733, 1.024186416839763, 1.0483300103300663, 0.9900409813413403, 1.0289183291606379, 1.0483216571666136, 1.0432601688172833, 1.033597460199986, 1.0499680263554856, 1.033812106551851, 1.024385948519609, 1.030428199229971, 1.0349487653543923, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9971999999999998, 1.0122999999999998, 1.0494, 1.0636, 1.0274999999999999, 1.0264999999999997, 1.03]","[0.0, 10.425824995353237, 90.99076322730917, 44.33165473256293, 38.58686264716637, 4.532023112003001, 14.20658555877537, 53.58042446437922, 43.716479581355394, 49.17721700967409, 59.870578966823764, 79.09506631661756, 33.13842792437208, 28.13505041303632, 22.843533122339917, 64.00358044845325, 45.35875292087305, 43.13127670252922, 5.793189994763196, 58.6429309067364, 27.755934587358926, 74.04422661624122, 53.58365130373143, 18.275322511620757, 29.066380642710733, 5.051312408350528, 66.12290933234578, 12.074765036461315, 56.65407630532443, 59.57137381696407, 19.70030069534587, 47.40585998909423, 54.30141493446274, 0.0, 87.16853569673361]"
